"Year","signal","snr","metric","window","align","baseline"
1919,"combined",1.2723996018305,"Slope","10yr","trailing","base1841_2010"
1920,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1920,"climate",-1.28530451160109,"Slope","10yr","trailing","base1841_2010"
1920,"combined",-1.28530451160109,"Slope","10yr","trailing","base1841_2010"
1921,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1921,"climate",1.3377754840758,"Slope","10yr","trailing","base1841_2010"
1921,"combined",1.3377754840758,"Slope","10yr","trailing","base1841_2010"
1922,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1922,"climate",-1.580341562067,"Slope","10yr","trailing","base1841_2010"
1922,"combined",-1.580341562067,"Slope","10yr","trailing","base1841_2010"
1923,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1923,"climate",-1.10904750121739,"Slope","10yr","trailing","base1841_2010"
1923,"combined",-1.10904750121739,"Slope","10yr","trailing","base1841_2010"
1924,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1924,"climate",-0.378896171043937,"Slope","10yr","trailing","base1841_2010"
1924,"combined",-0.378896171043937,"Slope","10yr","trailing","base1841_2010"
1925,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1925,"climate",1.17770630917339,"Slope","10yr","trailing","base1841_2010"
1925,"combined",1.17770630917339,"Slope","10yr","trailing","base1841_2010"
1926,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1926,"climate",-0.103631848514139,"Slope","10yr","trailing","base1841_2010"
1926,"combined",-0.103631848514139,"Slope","10yr","trailing","base1841_2010"
1927,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1927,"climate",1.94401934263947,"Slope","10yr","trailing","base1841_2010"
1927,"combined",1.94401934263947,"Slope","10yr","trailing","base1841_2010"
1928,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1928,"climate",-0.446232268527815,"Slope","10yr","trailing","base1841_2010"
1928,"combined",-0.446232268527815,"Slope","10yr","trailing","base1841_2010"
1929,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1929,"climate",0.656955897057335,"Slope","10yr","trailing","base1841_2010"
1929,"combined",0.656955897057335,"Slope","10yr","trailing","base1841_2010"
1930,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1930,"climate",0.3366624125818,"Slope","10yr","trailing","base1841_2010"
1930,"combined",0.3366624125818,"Slope","10yr","trailing","base1841_2010"
1931,"fishing",-0.0502331000860295,"Slope","10yr","trailing","base1841_2010"
1931,"climate",-0.363387965672353,"Slope","10yr","trailing","base1841_2010"
1931,"combined",-0.413621065758383,"Slope","10yr","trailing","base1841_2010"
1932,"fishing",-0.278173414516147,"Slope","10yr","trailing","base1841_2010"
1932,"climate",-1.0934312052082,"Slope","10yr","trailing","base1841_2010"
1932,"combined",-1.37160461972435,"Slope","10yr","trailing","base1841_2010"
1933,"fishing",-0.416534761744181,"Slope","10yr","trailing","base1841_2010"
1933,"climate",-0.406059371962647,"Slope","10yr","trailing","base1841_2010"
1933,"combined",-0.822594133706828,"Slope","10yr","trailing","base1841_2010"
1934,"fishing",-0.805185015182358,"Slope","10yr","trailing","base1841_2010"
1934,"climate",0.0282432062453666,"Slope","10yr","trailing","base1841_2010"
1934,"combined",-0.776941808936991,"Slope","10yr","trailing","base1841_2010"
1935,"fishing",-1.13178392292124,"Slope","10yr","trailing","base1841_2010"
1935,"climate",-0.488158733396641,"Slope","10yr","trailing","base1841_2010"
1935,"combined",-1.61994265631788,"Slope","10yr","trailing","base1841_2010"
1936,"fishing",-1.34056969448008,"Slope","10yr","trailing","base1841_2010"
1936,"climate",0.573965200952942,"Slope","10yr","trailing","base1841_2010"
1936,"combined",-0.766604493527141,"Slope","10yr","trailing","base1841_2010"
1937,"fishing",-1.51502292704803,"Slope","10yr","trailing","base1841_2010"
1937,"climate",0.335313888725688,"Slope","10yr","trailing","base1841_2010"
1937,"combined",-1.17970903832235,"Slope","10yr","trailing","base1841_2010"
1938,"fishing",-1.66681382918112,"Slope","10yr","trailing","base1841_2010"
1938,"climate",0.692575896125437,"Slope","10yr","trailing","base1841_2010"
1938,"combined",-0.974237933055681,"Slope","10yr","trailing","base1841_2010"
1939,"fishing",-1.70419255165134,"Slope","10yr","trailing","base1841_2010"
1939,"climate",1.19860814998933,"Slope","10yr","trailing","base1841_2010"
1939,"combined",-0.50558440166201,"Slope","10yr","trailing","base1841_2010"
1940,"fishing",-2.15220865719645,"Slope","10yr","trailing","base1841_2010"
1940,"climate",-1.35378388261734,"Slope","10yr","trailing","base1841_2010"
1940,"combined",-3.50599253981379,"Slope","10yr","trailing","base1841_2010"
1941,"fishing",-2.5287632564143,"Slope","10yr","trailing","base1841_2010"
1941,"climate",1.26246754762944,"Slope","10yr","trailing","base1841_2010"
1941,"combined",-1.26629570878486,"Slope","10yr","trailing","base1841_2010"
1942,"fishing",-2.32676936475475,"Slope","10yr","trailing","base1841_2010"
1942,"climate",-1.64947014857256,"Slope","10yr","trailing","base1841_2010"
1942,"combined",-3.9762395133273,"Slope","10yr","trailing","base1841_2010"
1943,"fishing",-2.22821136734926,"Slope","10yr","trailing","base1841_2010"
1943,"climate",-1.1789818867441,"Slope","10yr","trailing","base1841_2010"
1943,"combined",-3.40719325409335,"Slope","10yr","trailing","base1841_2010"
1944,"fishing",-2.18398709282088,"Slope","10yr","trailing","base1841_2010"
1944,"climate",-0.451854168375109,"Slope","10yr","trailing","base1841_2010"
1944,"combined",-2.63584126119599,"Slope","10yr","trailing","base1841_2010"
1945,"fishing",-2.16527193291545,"Slope","10yr","trailing","base1841_2010"
1945,"climate",1.10106517754767,"Slope","10yr","trailing","base1841_2010"
1945,"combined",-1.06420675536778,"Slope","10yr","trailing","base1841_2010"
1946,"fishing",-2.07721509051771,"Slope","10yr","trailing","base1841_2010"
1946,"climate",-0.176697409795935,"Slope","10yr","trailing","base1841_2010"
1946,"combined",-2.25391250031365,"Slope","10yr","trailing","base1841_2010"
1947,"fishing",-2.1522151169904,"Slope","10yr","trailing","base1841_2010"
1947,"climate",1.86469416557836,"Slope","10yr","trailing","base1841_2010"
1947,"combined",-0.287520951412046,"Slope","10yr","trailing","base1841_2010"
1948,"fishing",-2.65964882772284,"Slope","10yr","trailing","base1841_2010"
1948,"climate",-0.519868267263065,"Slope","10yr","trailing","base1841_2010"
1948,"combined",-3.1795170949859,"Slope","10yr","trailing","base1841_2010"
1949,"fishing",-3.69721919999007,"Slope","10yr","trailing","base1841_2010"
1949,"climate",0.580891233700377,"Slope","10yr","trailing","base1841_2010"
1949,"combined",-3.11632796628969,"Slope","10yr","trailing","base1841_2010"
1950,"fishing",-3.88596839621176,"Slope","10yr","trailing","base1841_2010"
1950,"climate",0.260831972858483,"Slope","10yr","trailing","base1841_2010"
1950,"combined",-3.62513642335327,"Slope","10yr","trailing","base1841_2010"
1951,"fishing",-4.16612759760044,"Slope","10yr","trailing","base1841_2010"
1951,"climate",-0.438045648343953,"Slope","10yr","trailing","base1841_2010"
1951,"combined",-4.60417324594439,"Slope","10yr","trailing","base1841_2010"
1952,"fishing",-4.84454757092461,"Slope","10yr","trailing","base1841_2010"
1952,"climate",-1.16678463546683,"Slope","10yr","trailing","base1841_2010"
1952,"combined",-6.01133220639143,"Slope","10yr","trailing","base1841_2010"
1953,"fishing",-5.14344034738091,"Slope","10yr","trailing","base1841_2010"
1953,"climate",-0.481133837499706,"Slope","10yr","trailing","base1841_2010"
1953,"combined",-5.62457418488062,"Slope","10yr","trailing","base1841_2010"
1954,"fishing",-5.39979632736744,"Slope","10yr","trailing","base1841_2010"
1954,"climate",-0.0489579998092197,"Slope","10yr","trailing","base1841_2010"
1954,"combined",-5.44875432717666,"Slope","10yr","trailing","base1841_2010"
1955,"fishing",-5.80242718181979,"Slope","10yr","trailing","base1841_2010"
1955,"climate",-0.564794351103356,"Slope","10yr","trailing","base1841_2010"
1955,"combined",-6.36722153292314,"Slope","10yr","trailing","base1841_2010"
1956,"fishing",-6.10488532153806,"Slope","10yr","trailing","base1841_2010"
1956,"climate",0.495382626962932,"Slope","10yr","trailing","base1841_2010"
1956,"combined",-5.60950269457512,"Slope","10yr","trailing","base1841_2010"
1957,"fishing",-6.52411859773329,"Slope","10yr","trailing","base1841_2010"
1957,"climate",0.255332639595835,"Slope","10yr","trailing","base1841_2010"
1957,"combined",-6.26878595813745,"Slope","10yr","trailing","base1841_2010"
1958,"fishing",-6.71804683272809,"Slope","10yr","trailing","base1841_2010"
1958,"climate",0.612780607184736,"Slope","10yr","trailing","base1841_2010"
1958,"combined",-6.10526622554335,"Slope","10yr","trailing","base1841_2010"
1959,"fishing",-7.14452290324715,"Slope","10yr","trailing","base1841_2010"
1959,"climate",1.1171097724239,"Slope","10yr","trailing","base1841_2010"
1959,"combined",-6.02741313082325,"Slope","10yr","trailing","base1841_2010"
1960,"fishing",-7.36037949777927,"Slope","10yr","trailing","base1841_2010"
1960,"climate",-1.43015977736528,"Slope","10yr","trailing","base1841_2010"
1960,"combined",-8.79053927514456,"Slope","10yr","trailing","base1841_2010"
1961,"fishing",-7.56615578085496,"Slope","10yr","trailing","base1841_2010"
1961,"climate",1.17956674079232,"Slope","10yr","trailing","base1841_2010"
1961,"combined",-6.38658904006264,"Slope","10yr","trailing","base1841_2010"
1962,"fishing",-7.48292485715597,"Slope","10yr","trailing","base1841_2010"
1962,"climate",-1.7264285209858,"Slope","10yr","trailing","base1841_2010"
1962,"combined",-9.20935337814177,"Slope","10yr","trailing","base1841_2010"
1963,"fishing",-7.56092625956715,"Slope","10yr","trailing","base1841_2010"
1963,"climate",-1.2566701765915,"Slope","10yr","trailing","base1841_2010"
1963,"combined",-8.81759643615865,"Slope","10yr","trailing","base1841_2010"
1964,"fishing",-7.6941716167318,"Slope","10yr","trailing","base1841_2010"
1964,"climate",-0.53240274916313,"Slope","10yr","trailing","base1841_2010"
1964,"combined",-8.22657436589493,"Slope","10yr","trailing","base1841_2010"
1965,"fishing",-7.88800113352829,"Slope","10yr","trailing","base1841_2010"
1965,"climate",1.01703150810368,"Slope","10yr","trailing","base1841_2010"
1965,"combined",-6.87096962542462,"Slope","10yr","trailing","base1841_2010"
1966,"fishing",-7.84678860485916,"Slope","10yr","trailing","base1841_2010"
1966,"climate",-0.257260498399824,"Slope","10yr","trailing","base1841_2010"
1966,"combined",-8.10404910325899,"Slope","10yr","trailing","base1841_2010"
1967,"fishing",-7.96023479872899,"Slope","10yr","trailing","base1841_2010"
1967,"climate",1.77816423753653,"Slope","10yr","trailing","base1841_2010"
1967,"combined",-6.18207056119246,"Slope","10yr","trailing","base1841_2010"
1968,"fishing",-8.01465444731582,"Slope","10yr","trailing","base1841_2010"
1968,"climate",-0.600927949795205,"Slope","10yr","trailing","base1841_2010"
1968,"combined",-8.61558239711102,"Slope","10yr","trailing","base1841_2010"
1969,"fishing",-8.12700650232952,"Slope","10yr","trailing","base1841_2010"
1969,"climate",0.497531732990909,"Slope","10yr","trailing","base1841_2010"
1969,"combined",-7.62947476933861,"Slope","10yr","trailing","base1841_2010"
1970,"fishing",-8.14578588090932,"Slope","10yr","trailing","base1841_2010"
1970,"climate",0.177724578756466,"Slope","10yr","trailing","base1841_2010"
1970,"combined",-7.96806130215285,"Slope","10yr","trailing","base1841_2010"
1971,"fishing",-8.22207621935309,"Slope","10yr","trailing","base1841_2010"
1971,"climate",-0.519996211852713,"Slope","10yr","trailing","base1841_2010"
1971,"combined",-8.7420724312058,"Slope","10yr","trailing","base1841_2010"
1972,"fishing",-8.17983039006007,"Slope","10yr","trailing","base1841_2010"
1972,"climate",-1.24744648883177,"Slope","10yr","trailing","base1841_2010"
1972,"combined",-9.42727687889184,"Slope","10yr","trailing","base1841_2010"
1973,"fishing",-8.7165537473703,"Slope","10yr","trailing","base1841_2010"
1973,"climate",-0.563406839992158,"Slope","10yr","trailing","base1841_2010"
1973,"combined",-9.27996058736246,"Slope","10yr","trailing","base1841_2010"
1974,"fishing",-9.56953278074213,"Slope","10yr","trailing","base1841_2010"
1974,"climate",-0.133219276236497,"Slope","10yr","trailing","base1841_2010"
1974,"combined",-9.70275205697863,"Slope","10yr","trailing","base1841_2010"
1975,"fishing",-9.90584270285008,"Slope","10yr","trailing","base1841_2010"
1975,"climate",-0.648468163584594,"Slope","10yr","trailing","base1841_2010"
1975,"combined",-10.5543108664347,"Slope","10yr","trailing","base1841_2010"
1976,"fishing",-10.1364367250074,"Slope","10yr","trailing","base1841_2010"
1976,"climate",0.40988243218857,"Slope","10yr","trailing","base1841_2010"
1976,"combined",-9.72655429281885,"Slope","10yr","trailing","base1841_2010"
1977,"fishing",-10.3263313478492,"Slope","10yr","trailing","base1841_2010"
1977,"climate",0.168526243587234,"Slope","10yr","trailing","base1841_2010"
1977,"combined",-10.1578051042619,"Slope","10yr","trailing","base1841_2010"
1978,"fishing",-10.7018333812465,"Slope","10yr","trailing","base1841_2010"
1978,"climate",0.526189624246843,"Slope","10yr","trailing","base1841_2010"
1978,"combined",-10.1756437569996,"Slope","10yr","trailing","base1841_2010"
1979,"fishing",-11.3031224916381,"Slope","10yr","trailing","base1841_2010"
1979,"climate",1.02892009336584,"Slope","10yr","trailing","base1841_2010"
1979,"combined",-10.2742023982722,"Slope","10yr","trailing","base1841_2010"
1980,"fishing",-11.4801141416904,"Slope","10yr","trailing","base1841_2010"
1980,"climate",-1.51341669619275,"Slope","10yr","trailing","base1841_2010"
1980,"combined",-12.9935308378832,"Slope","10yr","trailing","base1841_2010"
1981,"fishing",-12.4403669028388,"Slope","10yr","trailing","base1841_2010"
1981,"climate",1.09009001661777,"Slope","10yr","trailing","base1841_2010"
1981,"combined",-11.350276886221,"Slope","10yr","trailing","base1841_2010"
1982,"fishing",-12.4769868597008,"Slope","10yr","trailing","base1841_2010"
1982,"climate",0.105189403917316,"Slope","10yr","trailing","base1841_2010"
1982,"combined",-12.3717974557835,"Slope","10yr","trailing","base1841_2010"
1983,"fishing",-12.3192518277708,"Slope","10yr","trailing","base1841_2010"
1983,"climate",-0.691880457689317,"Slope","10yr","trailing","base1841_2010"
1983,"combined",-13.0111322854601,"Slope","10yr","trailing","base1841_2010"
1984,"fishing",-12.223222786385,"Slope","10yr","trailing","base1841_2010"
1984,"climate",-0.890210510163238,"Slope","10yr","trailing","base1841_2010"
1984,"combined",-13.1134332965482,"Slope","10yr","trailing","base1841_2010"
1985,"fishing",-12.2426062603747,"Slope","10yr","trailing","base1841_2010"
1985,"climate",0.585620801729368,"Slope","10yr","trailing","base1841_2010"
1985,"combined",-11.6569854586454,"Slope","10yr","trailing","base1841_2010"
1986,"fishing",-12.0890483397093,"Slope","10yr","trailing","base1841_2010"
1986,"climate",-0.992881263325751,"Slope","10yr","trailing","base1841_2010"
1986,"combined",-13.0819296030351,"Slope","10yr","trailing","base1841_2010"
1987,"fishing",-12.0656346073926,"Slope","10yr","trailing","base1841_2010"
1987,"climate",1.0858599221048,"Slope","10yr","trailing","base1841_2010"
1987,"combined",-10.9797746852878,"Slope","10yr","trailing","base1841_2010"
1988,"fishing",-11.9597556653007,"Slope","10yr","trailing","base1841_2010"
1988,"climate",0.100981081769578,"Slope","10yr","trailing","base1841_2010"
1988,"combined",-11.8587745835311,"Slope","10yr","trailing","base1841_2010"
1989,"fishing",-11.7894459236587,"Slope","10yr","trailing","base1841_2010"
1989,"climate",-0.607883636625143,"Slope","10yr","trailing","base1841_2010"
1989,"combined",-12.3973295602839,"Slope","10yr","trailing","base1841_2010"
1990,"fishing",-11.637913060145,"Slope","10yr","trailing","base1841_2010"
1990,"climate",-2.0207413078323,"Slope","10yr","trailing","base1841_2010"
1990,"combined",-13.6586543679773,"Slope","10yr","trailing","base1841_2010"
1991,"fishing",-11.6282113250992,"Slope","10yr","trailing","base1841_2010"
1991,"climate",0.62313943712241,"Slope","10yr","trailing","base1841_2010"
1991,"combined",-11.0050718879768,"Slope","10yr","trailing","base1841_2010"
1992,"fishing",-11.4844206175417,"Slope","10yr","trailing","base1841_2010"
1992,"climate",-0.817579303949164,"Slope","10yr","trailing","base1841_2010"
1992,"combined",-12.3019999214909,"Slope","10yr","trailing","base1841_2010"
1993,"fishing",-11.4447854148236,"Slope","10yr","trailing","base1841_2010"
1993,"climate",-1.47032132036351,"Slope","10yr","trailing","base1841_2010"
1993,"combined",-12.9151067351871,"Slope","10yr","trailing","base1841_2010"
1994,"fishing",-11.3302867397362,"Slope","10yr","trailing","base1841_2010"
1994,"climate",-2.15021027439318,"Slope","10yr","trailing","base1841_2010"
1994,"combined",-13.4804970141294,"Slope","10yr","trailing","base1841_2010"
1995,"fishing",-11.3749910449022,"Slope","10yr","trailing","base1841_2010"
1995,"climate",-0.971807881283377,"Slope","10yr","trailing","base1841_2010"
1995,"combined",-12.3467989261856,"Slope","10yr","trailing","base1841_2010"
1996,"fishing",-11.3270145734193,"Slope","10yr","trailing","base1841_2010"
1996,"climate",-0.640292198342022,"Slope","10yr","trailing","base1841_2010"
1996,"combined",-11.9673067717613,"Slope","10yr","trailing","base1841_2010"
1997,"fishing",-11.3598597098045,"Slope","10yr","trailing","base1841_2010"
1997,"climate",-1.66293843374999,"Slope","10yr","trailing","base1841_2010"
1997,"combined",-13.0227981435544,"Slope","10yr","trailing","base1841_2010"
1998,"fishing",-11.2929195622883,"Slope","10yr","trailing","base1841_2010"
1998,"climate",-0.630415202424755,"Slope","10yr","trailing","base1841_2010"
1998,"combined",-11.9233347647131,"Slope","10yr","trailing","base1841_2010"
1999,"fishing",-11.2896523880525,"Slope","10yr","trailing","base1841_2010"
1999,"climate",-1.70616539120948,"Slope","10yr","trailing","base1841_2010"
1999,"combined",-12.995817779262,"Slope","10yr","trailing","base1841_2010"
2000,"fishing",-11.2384922034658,"Slope","10yr","trailing","base1841_2010"
2000,"climate",-0.332125090667348,"Slope","10yr","trailing","base1841_2010"
2000,"combined",-11.5706172941331,"Slope","10yr","trailing","base1841_2010"
2001,"fishing",-11.2374511065812,"Slope","10yr","trailing","base1841_2010"
2001,"climate",1.0447496146648,"Slope","10yr","trailing","base1841_2010"
2001,"combined",-10.1927014919164,"Slope","10yr","trailing","base1841_2010"
2002,"fishing",-11.1200986086422,"Slope","10yr","trailing","base1841_2010"
2002,"climate",-1.19779195583748,"Slope","10yr","trailing","base1841_2010"
2002,"combined",-12.3178905644797,"Slope","10yr","trailing","base1841_2010"
2003,"fishing",-11.2485376838372,"Slope","10yr","trailing","base1841_2010"
2003,"climate",2.56443602724498,"Slope","10yr","trailing","base1841_2010"
2003,"combined",-8.68410165659219,"Slope","10yr","trailing","base1841_2010"
2004,"fishing",-11.070111959667,"Slope","10yr","trailing","base1841_2010"
2004,"climate",-0.649659641249332,"Slope","10yr","trailing","base1841_2010"
2004,"combined",-11.7197716009163,"Slope","10yr","trailing","base1841_2010"
2005,"fishing",-11.0245282314752,"Slope","10yr","trailing","base1841_2010"
2005,"climate",-2.03503831433491,"Slope","10yr","trailing","base1841_2010"
2005,"combined",-13.0595665458101,"Slope","10yr","trailing","base1841_2010"
2006,"fishing",-11.0429315165524,"Slope","10yr","trailing","base1841_2010"
2006,"climate",0.910399877255674,"Slope","10yr","trailing","base1841_2010"
2006,"combined",-10.1325316392967,"Slope","10yr","trailing","base1841_2010"
2007,"fishing",-11.3610158848831,"Slope","10yr","trailing","base1841_2010"
2007,"climate",-1.00563662796676,"Slope","10yr","trailing","base1841_2010"
2007,"combined",-12.3666525128499,"Slope","10yr","trailing","base1841_2010"
2008,"fishing",-11.3338474854459,"Slope","10yr","trailing","base1841_2010"
2008,"climate",1.27830559222149,"Slope","10yr","trailing","base1841_2010"
2008,"combined",-10.0555418932244,"Slope","10yr","trailing","base1841_2010"
2009,"fishing",-11.290048931035,"Slope","10yr","trailing","base1841_2010"
2009,"climate",-0.877323272730923,"Slope","10yr","trailing","base1841_2010"
2009,"combined",-12.1673722037659,"Slope","10yr","trailing","base1841_2010"
2010,"fishing",-11.1571859270839,"Slope","10yr","trailing","base1841_2010"
2010,"climate",-1.32218304686465,"Slope","10yr","trailing","base1841_2010"
2010,"combined",-12.4793689739486,"Slope","10yr","trailing","base1841_2010"
1900,"fishing",-1.46615785410823e-14,"Slope variability","10yr","trailing","base1841_2010"
1900,"climate",-0.75157384174431,"Slope variability","10yr","trailing","base1841_2010"
1900,"combined",-0.751573841744324,"Slope variability","10yr","trailing","base1841_2010"
1901,"fishing",-1.92915507119504e-14,"Slope variability","10yr","trailing","base1841_2010"
1901,"climate",-0.270873453097364,"Slope variability","10yr","trailing","base1841_2010"
1901,"combined",-0.270873453097383,"Slope variability","10yr","trailing","base1841_2010"
1902,"fishing",-2.16065367973845e-14,"Slope variability","10yr","trailing","base1841_2010"
1902,"climate",0.153597416692477,"Slope variability","10yr","trailing","base1841_2010"
1902,"combined",0.153597416692455,"Slope variability","10yr","trailing","base1841_2010"
1903,"fishing",-1.23465924556483e-14,"Slope variability","10yr","trailing","base1841_2010"
1903,"climate",0.426709236219017,"Slope variability","10yr","trailing","base1841_2010"
1903,"combined",0.426709236219005,"Slope variability","10yr","trailing","base1841_2010"
1904,"fishing",-1.23465924556483e-14,"Slope variability","10yr","trailing","base1841_2010"
1904,"climate",0.448540143232733,"Slope variability","10yr","trailing","base1841_2010"
1904,"combined",0.44854014323272,"Slope variability","10yr","trailing","base1841_2010"
1905,"fishing",-1.31182544841263e-14,"Slope variability","10yr","trailing","base1841_2010"
1905,"climate",0.712151479319699,"Slope variability","10yr","trailing","base1841_2010"
1905,"combined",0.712151479319686,"Slope variability","10yr","trailing","base1841_2010"
1906,"fishing",-1.62049025980383e-14,"Slope variability","10yr","trailing","base1841_2010"
1906,"climate",0.635471102875336,"Slope variability","10yr","trailing","base1841_2010"
1906,"combined",0.63547110287532,"Slope variability","10yr","trailing","base1841_2010"
1907,"fishing",-1.85198886834724e-14,"Slope variability","10yr","trailing","base1841_2010"
1907,"climate",1.36055609760394,"Slope variability","10yr","trailing","base1841_2010"
1907,"combined",1.36055609760393,"Slope variability","10yr","trailing","base1841_2010"
1908,"fishing",-2.08348747689064e-14,"Slope variability","10yr","trailing","base1841_2010"
1908,"climate",1.35208857306885,"Slope variability","10yr","trailing","base1841_2010"
1908,"combined",1.35208857306883,"Slope variability","10yr","trailing","base1841_2010"
1909,"fishing",-1.85198886834724e-14,"Slope variability","10yr","trailing","base1841_2010"
1909,"climate",1.12245109196313,"Slope variability","10yr","trailing","base1841_2010"
1909,"combined",1.12245109196312,"Slope variability","10yr","trailing","base1841_2010"
1910,"fishing",-7.71662028478016e-15,"Slope variability","10yr","trailing","base1841_2010"
1910,"climate",0.686995853946934,"Slope variability","10yr","trailing","base1841_2010"
1910,"combined",0.686995853946926,"Slope variability","10yr","trailing","base1841_2010"
1911,"fishing",-7.71662028478016e-15,"Slope variability","10yr","trailing","base1841_2010"
1911,"climate",0.352383080642745,"Slope variability","10yr","trailing","base1841_2010"
1911,"combined",0.352383080642738,"Slope variability","10yr","trailing","base1841_2010"
1912,"fishing",-1.08032683986922e-14,"Slope variability","10yr","trailing","base1841_2010"
1912,"climate",-0.00330708264989971,"Slope variability","10yr","trailing","base1841_2010"
1912,"combined",-0.00330708264991051,"Slope variability","10yr","trailing","base1841_2010"
1913,"fishing",-3.00948191106426e-14,"Slope variability","10yr","trailing","base1841_2010"
1913,"climate",-0.326138331011547,"Slope variability","10yr","trailing","base1841_2010"
1913,"combined",-0.326138331011577,"Slope variability","10yr","trailing","base1841_2010"
1914,"fishing",-3.16381431675987e-14,"Slope variability","10yr","trailing","base1841_2010"
1914,"climate",-0.398481477380358,"Slope variability","10yr","trailing","base1841_2010"
1914,"combined",-0.39848147738039,"Slope variability","10yr","trailing","base1841_2010"
1915,"fishing",-2.54648469397745e-14,"Slope variability","10yr","trailing","base1841_2010"
1915,"climate",-0.663935581345005,"Slope variability","10yr","trailing","base1841_2010"
1915,"combined",-0.66393558134503,"Slope variability","10yr","trailing","base1841_2010"
1916,"fishing",-2.62365089682526e-14,"Slope variability","10yr","trailing","base1841_2010"
1916,"climate",-0.576007977618393,"Slope variability","10yr","trailing","base1841_2010"
1916,"combined",-0.576007977618419,"Slope variability","10yr","trailing","base1841_2010"
1917,"fishing",-1.27324234698873e-14,"Slope variability","10yr","trailing","base1841_2010"
1917,"climate",-1.92588741406685,"Slope variability","10yr","trailing","base1841_2010"
1917,"combined",-1.92588741406686,"Slope variability","10yr","trailing","base1841_2010"
1918,"fishing",-1.11890994129312e-14,"Slope variability","10yr","trailing","base1841_2010"
1918,"climate",-1.81241285299833,"Slope variability","10yr","trailing","base1841_2010"
1918,"combined",-1.81241285299834,"Slope variability","10yr","trailing","base1841_2010"
1919,"fishing",-3.47247912815107e-15,"Slope variability","10yr","trailing","base1841_2010"
1919,"climate",-1.42027680428648,"Slope variability","10yr","trailing","base1841_2010"
1919,"combined",-1.42027680428648,"Slope variability","10yr","trailing","base1841_2010"
1920,"fishing",-1.54332405695603e-15,"Slope variability","10yr","trailing","base1841_2010"
1920,"climate",-0.763567651109194,"Slope variability","10yr","trailing","base1841_2010"
1920,"combined",-0.763567651109195,"Slope variability","10yr","trailing","base1841_2010"
1921,"fishing",-3.08664811391207e-15,"Slope variability","10yr","trailing","base1841_2010"
1921,"climate",-0.285274452949581,"Slope variability","10yr","trailing","base1841_2010"
1921,"combined",-0.285274452949584,"Slope variability","10yr","trailing","base1841_2010"
1922,"fishing",3.85831014239008e-15,"Slope variability","10yr","trailing","base1841_2010"
1922,"climate",0.142599613851298,"Slope variability","10yr","trailing","base1841_2010"
1922,"combined",0.142599613851302,"Slope variability","10yr","trailing","base1841_2010"
1923,"fishing",3.08664811391207e-15,"Slope variability","10yr","trailing","base1841_2010"
1923,"climate",0.416447474362015,"Slope variability","10yr","trailing","base1841_2010"
1923,"combined",0.416447474362018,"Slope variability","10yr","trailing","base1841_2010"
1924,"fishing",3.08664811391207e-15,"Slope variability","10yr","trailing","base1841_2010"
1924,"climate",0.438422839997088,"Slope variability","10yr","trailing","base1841_2010"
1924,"combined",0.438422839997091,"Slope variability","10yr","trailing","base1841_2010"
1925,"fishing",3.85831014239008e-15,"Slope variability","10yr","trailing","base1841_2010"
1925,"climate",0.700466087367052,"Slope variability","10yr","trailing","base1841_2010"
1925,"combined",0.700466087367056,"Slope variability","10yr","trailing","base1841_2010"
1926,"fishing",3.85831014239008e-15,"Slope variability","10yr","trailing","base1841_2010"
1926,"climate",0.623214166726746,"Slope variability","10yr","trailing","base1841_2010"
1926,"combined",0.62321416672675,"Slope variability","10yr","trailing","base1841_2010"
1927,"fishing",4.6299721708681e-15,"Slope variability","10yr","trailing","base1841_2010"
1927,"climate",1.34442109050796,"Slope variability","10yr","trailing","base1841_2010"
1927,"combined",1.34442109050797,"Slope variability","10yr","trailing","base1841_2010"
1928,"fishing",6.94495825630215e-15,"Slope variability","10yr","trailing","base1841_2010"
1928,"climate",1.33567956877257,"Slope variability","10yr","trailing","base1841_2010"
1928,"combined",1.33567956877258,"Slope variability","10yr","trailing","base1841_2010"
1929,"fishing",4.6299721708681e-15,"Slope variability","10yr","trailing","base1841_2010"
1929,"climate",1.1047511897489,"Slope variability","10yr","trailing","base1841_2010"
1929,"combined",1.1047511897489,"Slope variability","10yr","trailing","base1841_2010"
1930,"fishing",6.94495825630215e-15,"Slope variability","10yr","trailing","base1841_2010"
1930,"climate",0.671344005745972,"Slope variability","10yr","trailing","base1841_2010"
1930,"combined",0.671344005745979,"Slope variability","10yr","trailing","base1841_2010"
1931,"fishing",0.0111474109711239,"Slope variability","10yr","trailing","base1841_2010"
1931,"climate",0.336751353826608,"Slope variability","10yr","trailing","base1841_2010"
1931,"combined",0.347898764797732,"Slope variability","10yr","trailing","base1841_2010"
1932,"fishing",0.219157972558859,"Slope variability","10yr","trailing","base1841_2010"
